home_team,away_team,home_score,away_score,tournament,city,country,neutral,Winner,Won_by_goals,Year,Month,Total_goals,matches,Tie,H/A/T
Northern Ireland,Wales,1,2,British Championship,Belfast,Republic of Ireland,False,Wales,1,1911,January,3,1,0,A
England,Northern Ireland,2,1,British Championship,Derby,England,False,England,1,1911,February,3,1,0,H
Wales,Scotland,2,2,British Championship,Cardiff,Wales,False,Tie,0,1911,March,4,1,1,T
England,Wales,3,0,British Championship,London,England,False,England,3,1911,March,3,1,0,H
Scotland,Northern Ireland,2,0,British Championship,Glasgow,Scotland,False,Scotland,2,1911,March,2,1,0,H
Belgium,Netherlands,1,5,Friendly,Antwerp,Belgium,False,Netherlands,4,1911,March,6,1,0,A
Germany,Switzerland,6,2,Friendly,Stuttgart,Germany,False,Germany,4,1911,March,8,1,0,H
England,Scotland,1,1,British Championship,Liverpool,England,False,Tie,0,1911,April,2,1,1,T
Netherlands,Belgium,3,1,Friendly,Dordrecht,Netherlands,False,Netherlands,2,1911,April,4,1,0,H
France,Italy,2,2,Friendly,Saint-Ouen,France,False,Tie,0,1911,April,4,1,1,T
Belgium,Germany,2,1,Friendly,Liège,Belgium,False,Belgium,1,1911,April,3,1,0,H
Switzerland,France,5,2,Friendly,Geneva,Switzerland,False,Switzerland,3,1911,April,7,1,0,H
Belgium,France,7,1,Friendly,Uccle,Belgium,False,Belgium,6,1911,April,8,1,0,H
Austria,Hungary,3,1,Friendly,Vienna,Austria,False,Austria,2,1911,May,4,1,0,H
Italy,Switzerland,2,2,Friendly,Milan,Italy,False,Tie,0,1911,May,4,1,1,T
Switzerland,Italy,3,0,Friendly,La Chaux-de-Fonds,Switzerland,False,Switzerland,3,1911,May,3,1,0,H
Sweden,Germany,2,4,Friendly,Solna,Sweden,False,Germany,2,1911,June,6,1,0,A
Argentina,Uruguay,0,2,Copa Lipton,Buenos Aires,Argentina,False,Uruguay,2,1911,August,2,1,0,A
Sweden,Norway,4,1,Friendly,Solna,Sweden,False,Sweden,3,1911,September,5,1,0,H
Uruguay,Argentina,2,3,Copa Newton,Montevideo,Uruguay,False,Argentina,1,1911,September,5,1,0,A
Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Tie,0,1911,October,2,1,1,T
Germany,Austria,1,2,Friendly,Dresden,Germany,False,Austria,1,1911,October,3,1,0,A
Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Argentina,2,1911,October,2,1,0,H
Finland,Sweden,2,5,Friendly,Helsinki,Finland,False,Sweden,3,1911,October,7,1,0,A
Germany,Sweden,1,3,Friendly,Hamburg,Germany,False,Sweden,2,1911,October,4,1,0,A
Hungary,Switzerland,9,0,Friendly,Budapest,Hungary,False,Hungary,9,1911,October,9,1,0,H
Luxembourg,France,1,4,Friendly,Luxembourg,Luxembourg,False,France,3,1911,October,5,1,0,A
Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,3,1911,October,3,1,0,H
Hungary,Austria,2,0,Friendly,Budapest,Hungary,False,Hungary,2,1911,November,2,1,0,H
Germany,Hungary,1,4,Friendly,Munich,Germany,False,Hungary,3,1911,December,5,1,0,A
France,Belgium,1,1,Friendly,Saint-Ouen,France,False,Tie,0,1912,January,2,1,1,T
Northern Ireland,England,1,6,British Championship,Dublin,Republic of Ireland,False,England,5,1912,February,7,1,0,A
France,Catalonia,7,0,Friendly,Paris,France,False,France,7,1912,February,7,1,0,H
France,Switzerland,4,1,Friendly,Saint-Ouen,France,False,France,3,1912,February,5,1,0,H
Belgium,Switzerland,9,2,Friendly,Antwerp,Belgium,False,Belgium,7,1912,February,11,1,0,H
Scotland,Wales,1,0,British Championship,Edinburgh,Scotland,False,Scotland,1,1912,March,1,1,0,H
Belgium,Netherlands,1,2,Friendly,Antwerp,Belgium,False,Netherlands,1,1912,March,3,1,0,A
Wales,England,0,2,British Championship,Wrexham,Wales,False,England,2,1912,March,2,1,0,A
Northern Ireland,Scotland,1,4,British Championship,Belfast,Republic of Ireland,False,Scotland,3,1912,March,5,1,0,A
Italy,France,3,4,Friendly,Turin,Italy,False,France,1,1912,March,7,1,0,A
Scotland,England,1,1,British Championship,Glasgow,Scotland,False,Tie,0,1912,March,2,1,1,T
Netherlands,Germany,5,5,Friendly,Zwolle,Netherlands,False,Tie,0,1912,March,10,1,1,T
Wales,Northern Ireland,2,3,British Championship,Cardiff,Wales,False,Northern Ireland,1,1912,April,5,1,0,A
Hungary,Germany,4,4,Friendly,Budapest,Hungary,False,Tie,0,1912,April,8,1,1,T
Netherlands,Belgium,4,3,Friendly,Dordrecht,Netherlands,False,Netherlands,1,1912,April,7,1,0,H
Austria,Hungary,1,1,Friendly,Vienna,Austria,False,Tie,0,1912,May,2,1,1,T
Switzerland,Germany,1,2,Friendly,St. Gallen,Switzerland,False,Germany,1,1912,May,3,1,0,A
Norway,Sweden,1,2,Friendly,Kristiania,Norway,False,Sweden,1,1912,June,3,1,0,A
Sweden,Hungary,2,2,Friendly,Gothenburg,Sweden,False,Tie,0,1912,June,4,1,1,T
Norway,Hungary,0,6,Friendly,Kristiania,Norway,False,Hungary,6,1912,June,6,1,0,A
Sweden,Finland,7,1,Friendly,Solna,Sweden,False,Sweden,6,1912,June,8,1,0,H
Norway,Russia,2,1,Friendly,Stockholm,Sweden,True,Norway,1,1912,July,3,1,0,H
Russia,Hungary,0,9,Friendly,Moscow,Russia,False,Hungary,9,1912,July,9,1,0,A
Russia,Hungary,0,12,Friendly,Moscow,Russia,False,Hungary,12,1912,July,12,1,0,A
Uruguay,Argentina,2,0,Copa Lipton,Montevideo,Uruguay,False,Uruguay,2,1912,August,2,1,0,H
Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,3,1912,August,3,1,0,H
Argentina,Uruguay,0,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Uruguay,1,1912,September,1,1,0,A
Argentina,Uruguay,3,3,Copa Newton,Avellaneda,Argentina,False,Tie,0,1912,October,6,1,1,T
Denmark,Germany,3,1,Friendly,Copenhagen,Denmark,False,Denmark,2,1912,October,4,1,0,H
Hungary,Austria,4,0,Friendly,Budapest,Hungary,False,Hungary,4,1912,November,4,1,0,H
Sweden,Norway,4,2,Friendly,Gothenburg,Sweden,False,Sweden,2,1912,November,6,1,0,H
Germany,Netherlands,2,3,Friendly,Leipzig,Germany,False,Netherlands,1,1912,November,5,1,0,A
Uruguay,Argentina,1,3,Friendly,Montevideo,Uruguay,False,Argentina,2,1912,December,4,1,0,A
Catalonia,France,1,0,Friendly,Barcelona,Spain,False,Catalonia,1,1912,December,1,1,0,H
Italy,Austria,1,3,Friendly,Genoa,Italy,False,Austria,2,1912,December,4,1,0,A
France,Italy,1,0,Friendly,Saint-Ouen,France,False,France,1,1913,January,1,1,0,H
Northern Ireland,Wales,0,1,British Championship,Belfast,Republic of Ireland,False,Wales,1,1913,January,1,1,0,A
Northern Ireland,England,2,1,British Championship,Belfast,Republic of Ireland,False,Northern Ireland,1,1913,February,3,1,0,H
Belgium,France,3,0,Friendly,Brussels,Belgium,False,Belgium,3,1913,February,3,1,0,H
Wales,Scotland,0,0,British Championship,Wrexham,Wales,False,Tie,0,1913,March,0,1,1,T
Belgium,Netherlands,3,3,Friendly,Antwerp,Belgium,False,Tie,0,1913,March,6,1,1,T
Switzerland,France,1,4,Friendly,Geneva,Switzerland,False,France,3,1913,March,5,1,0,A
Northern Ireland,Scotland,1,2,British Championship,Dublin,Republic of Ireland,False,Scotland,1,1913,March,3,1,0,A
England,Wales,4,3,British Championship,Bristol,England,False,England,1,1913,March,7,1,0,H
England,Scotland,1,0,British Championship,London,England,False,England,1,1913,April,1,1,0,H
France,Luxembourg,8,0,Friendly,Saint-Ouen,France,False,France,8,1913,April,8,1,0,H
Netherlands,Belgium,2,4,Friendly,Zwolle,Netherlands,False,Belgium,2,1913,April,6,1,0,A
Austria,Hungary,1,4,Friendly,Vienna,Austria,False,Hungary,3,1913,April,5,1,0,A
Italy,Belgium,1,0,Friendly,Turin,Italy,False,Italy,1,1913,May,1,1,0,H
Russia,Sweden,1,4,Friendly,Moscow,Russia,False,Sweden,3,1913,May,5,1,0,A
Switzerland,Belgium,1,2,Friendly,Basel,Switzerland,False,Belgium,1,1913,May,3,1,0,A
Germany,Switzerland,1,2,Friendly,Freiburg,Germany,False,Switzerland,1,1913,May,3,1,0,A
Hungary,Sweden,2,0,Friendly,Budapest,Hungary,False,Hungary,2,1913,May,2,1,0,H
Denmark,Sweden,8,0,Friendly,Copenhagen,Denmark,False,Denmark,8,1913,May,8,1,0,H
Sweden,Norway,9,0,Friendly,Stockholm,Sweden,False,Sweden,9,1913,June,9,1,0,H
Argentina,Uruguay,1,1,Friendly,Avellaneda,Argentina,False,Tie,0,1913,June,2,1,1,T
Austria,Italy,2,0,Friendly,Vienna,Austria,False,Austria,2,1913,June,2,1,0,H
Argentina,Uruguay,2,1,Friendly,Avellaneda,Argentina,False,Argentina,1,1913,July,3,1,0,H
Argentina,Uruguay,4,0,Copa Lipton,Avellaneda,Argentina,False,Argentina,4,1913,August,4,1,0,H
Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Argentina,2,1913,August,2,1,0,H
Russia,Norway,1,1,Friendly,Moscow,Russia,False,Tie,0,1913,September,2,1,1,T
Chile,Argentina,0,2,Friendly,Viña del Mar,Chile,False,Argentina,2,1913,September,2,1,0,A
Sweden,Denmark,0,10,Friendly,Stockholm,Sweden,False,Denmark,10,1913,October,10,1,0,A
Uruguay,Argentina,1,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,1,1913,October,1,1,0,H
Germany,Denmark,1,4,Friendly,Hamburg,Germany,False,Denmark,3,1913,October,5,1,0,A
Hungary,Austria,4,3,Friendly,Budapest,Hungary,False,Hungary,1,1913,October,7,1,0,H
Norway,Sweden,1,1,Friendly,Kristiania,Norway,False,Tie,0,1913,October,2,1,1,T
Uruguay,Argentina,1,0,Copa Newton,Montevideo,Uruguay,False,Uruguay,1,1913,October,1,1,0,H
Belgium,Switzerland,2,0,Friendly,Verviers,Belgium,False,Belgium,2,1913,November,2,1,0,H
Belgium,Germany,6,2,Friendly,Antwerp,Belgium,False,Belgium,4,1913,November,8,1,0,H
Italy,Austria,0,0,Friendly,Milan,Italy,False,Tie,0,1914,January,0,1,1,T
Wales,Northern Ireland,1,2,British Championship,Wrexham,Wales,False,Northern Ireland,1,1914,January,3,1,0,A
France,Belgium,4,3,Friendly,Lille,France,False,France,1,1914,January,7,1,0,H
Luxembourg,France,5,4,Friendly,Luxembourg,Luxembourg,False,Luxembourg,1,1914,February,9,1,0,H
England,Northern Ireland,0,3,British Championship,Middlesbrough,England,False,Northern Ireland,3,1914,February,3,1,0,A
Scotland,Wales,0,0,British Championship,Glasgow,Scotland,False,Tie,0,1914,February,0,1,1,T
France,Switzerland,2,2,Friendly,Saint-Ouen,France,False,Tie,0,1914,March,4,1,1,T
Northern Ireland,Scotland,1,1,British Championship,Belfast,Republic of Ireland,False,Tie,0,1914,March,2,1,1,T
Belgium,Netherlands,2,4,Friendly,Antwerp,Belgium,False,Netherlands,2,1914,March,6,1,0,A
Wales,England,0,2,British Championship,Cardiff,Wales,False,England,2,1914,March,2,1,0,A
Italy,France,2,0,Friendly,Turin,Italy,False,Italy,2,1914,March,2,1,0,H
Italy,Switzerland,1,1,Friendly,Genoa,Italy,False,Tie,0,1914,April,2,1,1,T
Netherlands,Germany,4,4,Friendly,Amsterdam,Netherlands,False,Tie,0,1914,April,8,1,1,T
Scotland,England,3,1,British Championship,Glasgow,Scotland,False,Scotland,2,1914,April,4,1,0,H
Netherlands,Belgium,4,2,Friendly,Amsterdam,Netherlands,False,Netherlands,2,1914,April,6,1,0,H
Austria,Hungary,2,0,Friendly,Vienna,Austria,False,Austria,2,1914,May,2,1,0,H
Denmark,Netherlands,4,3,Friendly,Copenhagen,Denmark,False,Denmark,1,1914,May,7,1,0,H
Switzerland,Italy,0,1,Friendly,Berne,Switzerland,False,Italy,1,1914,May,1,1,0,A
Sweden,Finland,4,3,Friendly,Solna,Sweden,False,Sweden,1,1914,May,7,1,0,H
Hungary,France,5,1,Friendly,Budapest,Hungary,False,Hungary,4,1914,May,6,1,0,H
Sweden,Hungary,1,1,Friendly,Solna,Sweden,False,Tie,0,1914,June,2,1,1,T
Norway,Sweden,0,1,Friendly,Kristiania,Norway,False,Sweden,1,1914,June,1,1,0,A
Sweden,Russia,2,2,Friendly,Solna,Sweden,False,Tie,0,1914,July,4,1,1,T
Norway,Russia,1,1,Friendly,Kristiania,Norway,False,Tie,0,1914,July,2,1,1,T
Uruguay,Argentina,3,2,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,1,1914,August,5,1,0,H
Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Argentina,1,1914,September,3,1,0,H
Argentina,Brazil,3,0,Friendly,Buenos Aires,Argentina,False,Argentina,3,1914,September,3,1,0,H
Argentina,Brazil,0,1,Copa Roca,Buenos Aires,Argentina,False,Brazil,1,1914,September,1,1,0,A
Hungary,Austria,2,2,Friendly,Budapest,Hungary,False,Tie,0,1914,October,4,1,1,T
Sweden,Norway,7,0,Friendly,Solna,Sweden,False,Sweden,7,1914,October,7,1,0,H
Austria,Hungary,1,2,Friendly,Vienna,Austria,False,Hungary,1,1914,November,3,1,0,A
Basque Country,Catalonia,6,1,Friendly,Bilbao,Spain,False,Basque Country,5,1915,January,7,1,0,H
Italy,Switzerland,3,1,Friendly,Turin,Italy,False,Italy,2,1915,January,4,1,0,H
Catalonia,Basque Country,2,2,Friendly,Barcelona,Spain,False,Tie,0,1915,February,4,1,1,T
Hungary,Austria,2,5,Friendly,Budapest,Hungary,False,Austria,3,1915,May,7,1,0,A
Basque Country,Catalonia,1,0,Friendly,Madrid,Spain,False,Basque Country,1,1915,May,1,1,0,H
Austria,Hungary,1,2,Friendly,Vienna,Austria,False,Hungary,1,1915,May,3,1,0,A
Denmark,Sweden,2,0,Friendly,Copenhagen,Denmark,False,Denmark,2,1915,June,2,1,0,H
Norway,Sweden,1,1,Friendly,Kristiania,Norway,False,Tie,0,1915,June,2,1,1,T
Uruguay,Argentina,2,3,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Argentina,1,1915,July,5,1,0,A
Argentina,Uruguay,2,1,Copa Lipton,Buenos Aires,Argentina,False,Argentina,1,1915,August,3,1,0,H
Uruguay,Argentina,2,0,Copa Newton,Montevideo,Uruguay,False,Uruguay,2,1915,September,2,1,0,H
Denmark,Norway,8,1,Friendly,Copenhagen,Denmark,False,Denmark,7,1915,September,9,1,0,H
Austria,Hungary,4,2,Friendly,Vienna,Austria,False,Austria,2,1915,October,6,1,0,H
Sweden,Norway,5,2,Friendly,Stockholm,Sweden,False,Sweden,3,1915,October,7,1,0,H
Sweden,Denmark,0,2,Friendly,Stockholm,Sweden,False,Denmark,2,1915,October,2,1,0,A
Hungary,Austria,6,2,Friendly,Budapest,Hungary,False,Hungary,4,1915,November,8,1,0,H
Austria,Hungary,3,1,Friendly,Vienna,Austria,False,Austria,2,1916,May,4,1,0,H
Catalonia,Basque Country,1,3,Friendly,Barcelona,Spain,False,Basque Country,2,1916,May,4,1,0,A
Catalonia,Basque Country,0,0,Friendly,Barcelona,Spain,False,Tie,0,1916,May,0,1,1,T
Denmark,Sweden,2,0,Friendly,Copenhagen,Denmark,False,Denmark,2,1916,June,2,1,0,H
Hungary,Austria,2,1,Friendly,Budapest,Hungary,False,Hungary,1,1916,June,3,1,0,H
Basque Country,Catalonia,5,0,Friendly,Bilbao,Spain,False,Basque Country,5,1916,June,5,1,0,H
Norway,Denmark,0,2,Friendly,Kristiania,Norway,False,Denmark,2,1916,June,2,1,0,A
Chile,Uruguay,0,4,Copa América,Buenos Aires,Argentina,True,Uruguay,4,1916,July,4,1,0,A
Sweden,Norway,6,0,Friendly,Stockholm,Sweden,False,Sweden,6,1916,July,6,1,0,H
Argentina,Chile,6,1,Copa América,Buenos Aires,Argentina,False,Argentina,5,1916,July,7,1,0,H
Brazil,Chile,1,1,Copa América,Buenos Aires,Argentina,True,Tie,0,1916,July,2,1,1,T
Argentina,Brazil,1,1,Copa América,Buenos Aires,Argentina,False,Tie,0,1916,July,2,1,1,T
Argentina,Chile,1,0,Friendly,Buenos Aires,Argentina,False,Argentina,1,1916,July,1,1,0,H
Brazil,Uruguay,1,2,Copa América,Buenos Aires,Argentina,True,Uruguay,1,1916,July,3,1,0,A
Uruguay,Chile,4,1,Friendly,Montevideo,Uruguay,False,Uruguay,3,1916,July,5,1,0,H
Argentina,Uruguay,0,0,Copa América,Avellaneda,Argentina,False,Tie,0,1916,July,0,1,1,T
Uruguay,Brazil,0,1,Friendly,Montevideo,Uruguay,False,Brazil,1,1916,July,1,1,0,A
Argentina,Uruguay,3,1,Copa Newton,Avellaneda,Argentina,False,Argentina,2,1916,August,4,1,0,H
Uruguay,Argentina,1,2,Copa Lipton,Montevideo,Uruguay,False,Argentina,1,1916,August,3,1,0,A
Sweden,United States,2,3,Friendly,Stockholm,Sweden,False,United States,1,1916,August,5,1,0,A
Norway,United States,1,1,Friendly,Kristiania,Norway,False,Tie,0,1916,September,2,1,1,T
Argentina,Uruguay,7,2,Friendly,Avellaneda,Argentina,False,Argentina,5,1916,October,9,1,0,H
Hungary,Austria,2,3,Friendly,Budapest,Hungary,False,Austria,1,1916,October,5,1,0,A
Norway,Sweden,0,0,Friendly,Kristiania,Norway,False,Tie,0,1916,October,0,1,1,T
Uruguay,Argentina,0,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Argentina,1,1916,October,1,1,0,A
Sweden,Denmark,4,0,Friendly,Stockholm,Sweden,False,Sweden,4,1916,October,4,1,0,H
Denmark,Norway,8,0,Friendly,Copenhagen,Denmark,False,Denmark,8,1916,October,8,1,0,H
Uruguay,Argentina,3,1,Friendly,Montevideo,Uruguay,False,Uruguay,2,1916,October,4,1,0,H
Austria,Hungary,3,3,Friendly,Vienna,Austria,False,Tie,0,1916,November,6,1,1,T
Austria,Hungary,1,1,Friendly,Vienna,Austria,False,Tie,0,1917,May,2,1,1,T
Japan,Philippines,2,15,Friendly,Tokyo,Japan,False,Philippines,13,1917,May,17,1,0,A
Denmark,Sweden,1,1,Friendly,Copenhagen,Denmark,False,Tie,0,1917,June,2,1,1,T
Hungary,Austria,6,2,Friendly,Budapest,Hungary,False,Hungary,4,1917,June,8,1,0,H
Norway,Denmark,1,2,Friendly,Kristiania,Norway,False,Denmark,1,1917,June,3,1,0,A
Austria,Hungary,1,4,Friendly,Vienna,Austria,False,Hungary,3,1917,July,5,1,0,A
Uruguay,Argentina,0,2,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Argentina,2,1917,July,2,1,0,A
Argentina,Uruguay,1,0,Copa Lipton,Avellaneda,Argentina,False,Argentina,1,1917,August,1,1,0,H
Sweden,Norway,3,3,Friendly,Helsingborg,Sweden,False,Tie,0,1917,August,6,1,1,T
Uruguay,Argentina,1,0,Copa Newton,Montevideo,Uruguay,False,Uruguay,1,1917,September,1,1,0,H
Norway,Sweden,0,2,Friendly,Kristiania,Norway,False,Sweden,2,1917,September,2,1,0,A
Uruguay,Chile,4,0,Copa América,Montevideo,Uruguay,False,Uruguay,4,1917,September,4,1,0,H
Argentina,Brazil,4,2,Copa América,Montevideo,Uruguay,True,Argentina,2,1917,October,6,1,0,H
Argentina,Chile,1,0,Copa América,Montevideo,Uruguay,True,Argentina,1,1917,October,1,1,0,H
Denmark,Norway,12,0,Friendly,Copenhagen,Denmark,False,Denmark,12,1917,October,12,1,0,H
Hungary,Austria,2,1,Friendly,Budapest,Hungary,False,Hungary,1,1917,October,3,1,0,H
Uruguay,Brazil,4,0,Copa América,Montevideo,Uruguay,False,Uruguay,4,1917,October,4,1,0,H
Brazil,Chile,5,0,Copa América,Montevideo,Uruguay,True,Brazil,5,1917,October,5,1,0,H
Sweden,Denmark,1,2,Friendly,Stockholm,Sweden,False,Denmark,1,1917,October,3,1,0,A
Uruguay,Argentina,1,0,Copa América,Montevideo,Uruguay,False,Uruguay,1,1917,October,1,1,0,H
Uruguay,Brazil,3,1,Friendly,Montevideo,Uruguay,False,Uruguay,2,1917,October,4,1,0,H
Austria,Hungary,1,2,Friendly,Vienna,Austria,False,Hungary,1,1917,November,3,1,0,A
Switzerland,Austria,0,1,Friendly,Basel,Switzerland,False,Austria,1,1917,December,1,1,0,A
Switzerland,Austria,3,2,Friendly,Zürich,Switzerland,False,Switzerland,1,1917,December,5,1,0,H
Hungary,Austria,2,0,Friendly,Budapest,Hungary,False,Hungary,2,1918,April,2,1,0,H
Austria,Switzerland,5,1,Friendly,Vienna,Austria,False,Austria,4,1918,May,6,1,0,H
Hungary,Switzerland,2,1,Friendly,Budapest,Hungary,False,Hungary,1,1918,May,3,1,0,H
Sweden,Norway,2,0,Friendly,Stockholm,Sweden,False,Sweden,2,1918,May,2,1,0,H
Austria,Hungary,0,2,Friendly,Vienna,Austria,False,Hungary,2,1918,June,2,1,0,A
Denmark,Sweden,3,0,Friendly,Copenhagen,Denmark,False,Denmark,3,1918,June,3,1,0,H
Norway,Denmark,3,1,Friendly,Kristiania,Norway,False,Norway,2,1918,June,4,1,0,H
Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Tie,0,1918,July,2,1,1,T
Uruguay,Argentina,3,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,2,1918,July,4,1,0,H
Argentina,Uruguay,0,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Tie,0,1918,August,0,1,1,T
Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Argentina,1,1918,August,3,1,0,H
Norway,Sweden,2,1,Friendly,Kristiania,Norway,False,Norway,1,1918,September,3,1,0,H
